id,CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,"CUISINE DESCRIPTION",Starred
10261,41565555,"A.G KITCHEN",MANHATTAN,269,"COLUMBUS AVENUE",10023,2128739400,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10262,41505301,"SOCIETY BILLARDS AND BAR",MANHATTAN,10,"EAST   21 STREET",10010,2124201000,American,FALSE
10263,41564956,"RADIO CITY MUSIC HALL",MANHATTAN,1260,"AVENUE OF THE AMERICAS",10020,2124857000,American,FALSE
10264,50010032,"AL HORNO LEAN MEXICAN KITCHEN INC",MANHATTAN,417,"W 47TH ST",10036,2129771000,Mexican,FALSE
10265,41237280,"SEVEN TURKISH GRILL",MANHATTAN,158,"WEST   72 STREET",10023,2127244700,Turkish,FALSE
10266,40835712,FIRENZE,MANHATTAN,1594,"2 AVENUE",10028,2128619368,Italian,FALSE
10267,41497410,"SALAAM BOMBAY",MANHATTAN,319,"GREENWICH STREET",10013,2122269400,Indian,FALSE
10268,40395748,"INDIGO INDIAN CUISINE",MANHATTAN,357,"EAST   50 STREET",10022,2124211919,Indian,FALSE
10269,50000595,"IL CAFFE LATTE 2",MANHATTAN,458,"WEST 145TH STREET",10031,2122340202,Italian,FALSE
10270,50047320,LENWICH,MANHATTAN,16,"W 23RD ST",10010,2124624433,"Sandwiches/Salads/Mixed Buffet",FALSE
10271,40672460,"HANA SUSHI",MANHATTAN,211,"7 AVENUE",10011,2126209950,Japanese,FALSE
10272,50007580,JIMMY,MANHATTAN,27,"GRAND ST",10013,2122019118,American,FALSE
10273,40799056,"ABIGAEL'S ON BROADWAY",MANHATTAN,1407,BROADWAY,10018,2125751407,Jewish/Kosher,FALSE
10274,50015634,"CARVEL ICE CREAM, DAYLIGHT DONUTS, KUNG FU TEA",MANHATTAN,9,BROADWAY,10004,2127855688,"Ice Cream, Gelato, Yogurt, Ices",FALSE
10275,41612697,"THE LOUISE/SALOON",MANHATTAN,1584,"YORK AVENUE",10028,2125705454,American,FALSE
10276,50064289,"THE MILL",MANHATTAN,140,"E 52ND ST",10022,2128260302,American,FALSE
10277,40981540,FALUCKA,MANHATTAN,162,"BLEECKER STREET",10012,2127774555,American,FALSE
10278,50044329,"INDIA KITCHEN",MANHATTAN,493,"9TH AVE",10018,2122446342,Indian,FALSE
10279,41514254,"ELIM DELI CAFE",MANHATTAN,851,"LEXINGTON AVENUE",10065,2124398320,Delicatessen,FALSE
10280,50002767,"THE SKYLARK",MANHATTAN,530,"FASHION AVE",10018,2122574577,American,FALSE
10281,41164650,"BUENOS AIRES",MANHATTAN,513,"EAST    6 STREET",10009,2122282775,Spanish,FALSE
10282,41229180,"FRANCESCO PIZZERIA",MANHATTAN,186,"COLUMBUS AVENUE",10023,2127210066,Pizza/Italian,FALSE
10283,40998581,"TRUMP CAFE & GRILL",MANHATTAN,725,"5 AVENUE",10022,2127157290,American,FALSE
10284,41174079,"DITCH PLAINS",MANHATTAN,29,"BEDFORD STREET",10014,2126330202,Continental,FALSE
10285,50009526,"NISHIDA SHO-TEN",MANHATTAN,302,"E 49TH ST",10017,2123080791,Japanese,FALSE
10286,41386399,"AN CHOI",MANHATTAN,85,"ORCHARD STREET",10002,2122263700,Vietnamese/Cambodian/Malaysia,FALSE
10287,50034192,K'OOK,MANHATTAN,324,"E 6TH ST",10003,2122540300,Korean,FALSE
10288,50058533,"NEW FRANCISO RESTAURANT",MANHATTAN,59,"AUDUBON AVE",10032,2125684040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10289,41625945,"WOLFGANG'S STEAKHOUSE",MANHATTAN,620,"8 AVENUE",10018,2129250350,American,FALSE
10290,50007331,"PALACE RESTAURANT",MANHATTAN,122,"E 57TH ST",10022,2123198989,American,FALSE
10291,40893866,DOMINO'S,MANHATTAN,227,"WEST   40 STREET",10018,2129440400,Pizza,FALSE
10292,41564382,BAREBURGER,MANHATTAN,514,"3 AVENUE",10016,2126792273,Hamburgers,FALSE
10293,40868762,AGAVE,MANHATTAN,140,"7 AVENUE SOUTH",10014,2129892100,Mexican,FALSE
10294,41466217,"HEART OF INDIA",MANHATTAN,77,"2 AVENUE",10003,2125980746,Indian,FALSE
10295,50001709,"AKI 39 JAPANESE CUISINE",MANHATTAN,216,"EAST 39 STREET",10016,2128678668,Japanese,FALSE
10296,41108999,PALA,MANHATTAN,198,"ALLEN STREET",10002,2126147252,Italian,FALSE
10297,50000011,BIRCH,MANHATTAN,750,"COLUMBUS AVE",10025,2126861444,CafÃƒÂ©/Coffee/Tea,FALSE
10298,40725911,"RUE 57",MANHATTAN,60,"WEST   57 STREET",10019,2123075656,French,FALSE
10299,41088457,"JOE-THE ART OF COFFEE",MANHATTAN,9,"EAST   13 STREET",10003,2129247400,CafÃƒÂ©/Coffee/Tea,FALSE
10300,41704194,"THE BREAD FACTORY",MANHATTAN,935,"8 AVENUE",10019,2125862221,American,FALSE
10301,41310519,"LANTERN THAI",MANHATTAN,311,"2 AVENUE",10003,2127772770,Thai,FALSE
10302,40399834,"HAN GAWI",MANHATTAN,12,"EAST   32 STREET",10016,2122130077,Korean,FALSE
10303,41290556,STARBUCKS,MANHATTAN,1185,"AVENUE OF THE AMERICAS",10036,2127307645,CafÃƒÂ©/Coffee/Tea,FALSE
10304,50057790,"BAGELS AND SCHMEAR",MANHATTAN,114,"E 28TH ST",10016,2127257873,Bagels/Pretzels,FALSE
10305,41024174,"CAMARADAS EL BARRIO",MANHATTAN,2241,"1 AVENUE",10029,2123482703,Polynesian,FALSE
10306,41040849,DISHES,MANHATTAN,6,"EAST   45 STREET",10017,2126875511,American,FALSE
10307,41463561,"SOMTUM DER",MANHATTAN,85,"AVENUE A",10009,2122608570,Thai,FALSE
10308,41460034,"TU-LU'S GLUTEN-FREE BAKERY",MANHATTAN,338,"EAST   11 STREET",10003,2127772227,Bakery,FALSE
10309,50010986,"PONTY BISTRO",MANHATTAN,144,"W 139TH ST",10030,2122346474,French,FALSE
10310,41687902,STARBUCKS,MANHATTAN,1301,"AVENUE OF THE AMERICAS",10019,2129740902,CafÃƒÂ©/Coffee/Tea,FALSE
10311,50014069,"RED LOBSTER",MANHATTAN,261,"W 125TH ST",10027,2122801930,Seafood,FALSE
10312,50003273,"RED MANGO",MANHATTAN,266,"W 23RD ST",10011,2122434191,American,FALSE
10313,40523972,STARBUCKS,MANHATTAN,24,"STATE STREET",10004,2124821180,CafÃƒÂ©/Coffee/Tea,FALSE
10314,40819045,"RATHBONES PUB",MANHATTAN,1702,"2 AVENUE",10128,2123697361,American,FALSE
10315,50013827,"SNOWDAYS SHAVERY",MANHATTAN,241,"E 10TH ST",10003,2129828881,"Ice Cream, Gelato, Yogurt, Ices",FALSE
10316,41563217,"NELLY SPILLANE'S",MANHATTAN,18,"EAST   33 STREET",10016,2127929672,American,FALSE
10317,40511243,"CITY CRAB SHACK",MANHATTAN,10,"EAST   16 STREET",10003,2125293800,Seafood,FALSE
10318,41221373,"LILLI AND LOO",MANHATTAN,792,"LEXINGTON AVENUE",10065,2124217800,Asian,FALSE
10319,40582103,"MAMA'S FRIED CHICKEN",MANHATTAN,2158,"8 AVENUE",10026,2125314595,Chicken,FALSE
10320,50010153,"IRVINGTON BAR AND RESTAURANT/STUDIO/LILIUM",MANHATTAN,201,"PARK AVE S",10003,2126770425,American,FALSE
10321,41159602,"TAVERN ON THE THIRD",MANHATTAN,380,"3 AVENUE",10016,2123004046,American,FALSE
10322,40385606,SUSHIDEN,MANHATTAN,19,"EAST   49 STREET",10017,2127582700,Japanese,FALSE
10323,41149373,"EMPIRE COLOMBUS",MANHATTAN,193,"COLUMBUS AVENUE",10023,2124968778,Chinese/Japanese,FALSE
10324,50039052,"CHELSEA BAGEL",MANHATTAN,800,"2ND AVE",10017,2123687777,Bagels/Pretzels,FALSE
10325,41098607,GEORGE'S,MANHATTAN,8789,"GREENWICH STREET",10006,2122698026,American,FALSE
10326,40885816,"DANNY'S DELI",MANHATTAN,224,"WEST   47 STREET",10036,2129211200,Delicatessen,FALSE
10327,50002121,"DELI & GROCERY",MANHATTAN,666,"6TH AVENUE",10010,2123665364,Delicatessen,FALSE
10328,40621072,"POINT BREAK",MANHATTAN,12,"WEST   45 STREET",10036,2123918053,American,FALSE
10329,41510846,"218 RESTAURANT",MANHATTAN,218220,"GRAND STREET",10013,2122268039,Chinese,FALSE
10330,40623604,"GOOD ENOUGH TO EAT (A.G. BISTRO)",MANHATTAN,520,"COLUMBUS AVENUE",10024,2125793194,American,FALSE
10331,41393754,"NEW MAY MAY KITCHEN",MANHATTAN,181,"CLINTON STREET",10002,2124201328,Chinese,FALSE
10332,50005141,"TODD ENGLISH FOOD HALL",MANHATTAN,768,"5TH AVE",10019,2129869260,English,FALSE
10333,50006041,"BIRDBATH VANDY",MANHATTAN,140,"E 45TH ST",10017,2122576434,CafÃƒÂ©/Coffee/Tea,FALSE
10334,40559546,"PASHA TURKISH RESTAURANT",MANHATTAN,64,"WEST   71 STREET",10023,2125798751,Turkish,FALSE
10335,50014763,"The Famous Chicken Place",MANHATTAN,592,"3RD AVE",10016,2126871800,Chicken,FALSE
10336,41627871,"THE AMERICANO HOTEL",MANHATTAN,518,"W 27TH ST",10001,2122160000,American,FALSE
10337,40402465,"THE UNION LEAGUE CLUB",MANHATTAN,38,"EAST   37 STREET",10016,2126853800,American,FALSE
10338,50042549,"VANESSA DUMPLINGS",MANHATTAN,118A,"ELDRIDGE ST",10002,2126258008,Chinese,FALSE
10339,50045820,"MIGHTY BOWL",MANHATTAN,120,"MACDOUGAL ST",10012,2127775750,Asian,FALSE
10340,41608396,VAI,MANHATTAN,429,"AMSTERDAM AVENUE",10024,2123624500,Mediterranean,FALSE
10341,40609590,"MORNINGSTAR RESTAURANT",MANHATTAN,949,"2 AVENUE",10022,2125881050,American,FALSE
10342,50004379,"BUTTER  RESTAURANT",MANHATTAN,70,"W 45TH ST",10036,2123028703,American,FALSE
10343,41222434,"OLLIES 42ND",MANHATTAN,411,"WEST   42 STREET",10036,2128686588,Chinese,FALSE
10344,50018008,"Pho Saigon",MANHATTAN,987,"1ST AVE",10022,2126886888,Vietnamese/Cambodian/Malaysia,FALSE
10345,41221518,"DOS CAMINOS THIRD",MANHATTAN,825,"3 AVENUE",10022,2123365400,Mexican,FALSE
10346,41660217,"CHANG LE XIN FAN ZHUANG",MANHATTAN,36,"ELDRIDGE STREET",10002,2122192228,Chinese,FALSE
10347,50056245,"MING KEE KITCHEN",MANHATTAN,237,"GRAND ST STORE B",10002,2122192282,Chinese,FALSE
10348,41584066,"TASTI D-LITE",MANHATTAN,1221,"3 AVENUE",10021,2122887088,"Ice Cream, Gelato, Yogurt, Ices",FALSE
10349,50002769,"CHOZA TAQUERIA",MANHATTAN,66,"MADISON AVENUE",10016,2122130708,Mexican,FALSE
10350,40933931,"CAFE O'",MANHATTAN,622,"3 AVENUE",10017,2125991560,American,FALSE
10351,40511243,"CITY CRAB SHACK",MANHATTAN,10,"EAST   16 STREET",10003,2125293800,Seafood,FALSE
10352,40999193,"KO SUSHI",MANHATTAN,1329,"2 AVENUE",10021,2124391678,Japanese,FALSE
10353,50034689,"CAMBRIA HOTELS & SUITES NEW YORK-CHELSEA",MANHATTAN,123,"W 28TH ST",10001,2129041125,American,FALSE
10354,40870509,"RED STAR CHINESE RESTAURANT",MANHATTAN,2525,"ADAM CLAYTON POWELL JR BOULEVARD",10039,2122819281,Chinese,FALSE
10355,40535391,"CAFE CHAMPIGNON",MANHATTAN,200,"7 AVENUE",10011,2123664410,French,FALSE
10356,41184912,"PLAZA DELI",MANHATTAN,127,"JOHN STREET",10038,2129437735,Delicatessen,FALSE
10357,40640500,"BURGER KING",MANHATTAN,130,"WEST  125 STREET",10027,2122224333,Hamburgers,FALSE
10358,50039007,"COURT STREET GROCER'S LAGUARDIA PLACE",MANHATTAN,540,"LAGUARDIA PL",10012,2127779292,American,FALSE
10359,41273802,"8TH STREET WINECELLAR",MANHATTAN,28,"W 8TH STREET",10011,2122609463,American,FALSE
10360,50043179,"SABA'S PIZZA",MANHATTAN,403,"AMSTERDAM AVE",10024,2127871118,Pizza,FALSE
10361,40395200,"UNO PIZZERIA AND GRILL",MANHATTAN,220,"EAST   86 STREET",10028,2124725656,Pizza,FALSE
10362,41363184,"BEAN N BEAN",MANHATTAN,71,BROADWAY,10006,2124228083,American,FALSE
10363,40951884,"GUY & GALLARD",MANHATTAN,1001,"6 AVENUE",10018,2127300010,American,FALSE
10364,41712685,"MORINI RISTORANTE",MANHATTAN,1167,"MADISON AVENUE",10028,2122490444,Italian,FALSE
10365,41600011,"CAFE ON 5TH/STERLING AFFAIR",MANHATTAN,1216,"5 AVENUE",10029,2128227229,American,FALSE
10366,40567158,"CAFFE NAPOLI",MANHATTAN,191,"HESTER STREET",10013,2122268705,Italian,FALSE
10367,41575384,"LITTLE ITALY PIZZA",MANHATTAN,2047,BROADWAY,10023,2123628822,Pizza,FALSE
10368,41376950,"ALPHA FUSION",MANHATTAN,365,"WEST   34 STREET",10001,2122798887,Asian,FALSE
10369,40384671,"CHEZ JOSEPHINE",MANHATTAN,414,"WEST   42 STREET",10036,2125941925,French,FALSE
10370,41378125,"PUNTO DE SABOR",MANHATTAN,1464,"ST NICHOLAS AVENUE",10033,2129282298,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10371,40365361,"THE PRINCETON CLUB",MANHATTAN,15,"WEST   43 STREET",10036,2125961272,American,FALSE
10372,40951329,"TAKAHACHI TRIBECA",MANHATTAN,145,"DUANE STREET",10013,2125711830,Japanese,FALSE
10373,41629609,"TANGS JIANG RESTAURANT",MANHATTAN,306,"SAINT NICHOLAS AVENUE",10027,2128645179,Chinese,FALSE
10374,50057901,"GINGER ROOT",MANHATTAN,1164,"1ST AVE",10065,2127513316,Chinese,FALSE
10375,41236501,"DUNKIN'  DONUTS",MANHATTAN,381,"CANAL STREET",10013,2122264662,Donuts,FALSE
10376,50001256,"HAN DYNASTY",MANHATTAN,90,"3RD AVE",10003,2123908685,Chinese,FALSE
10377,41475257,"A-WAH RESTAURANT",MANHATTAN,5,"CATHERINE STREET",10038,2129258308,Chinese,FALSE
10378,41545769,"DELICIOUS BAKERY",MANHATTAN,139,"HESTER STREET",10002,2129252471,Bakery,FALSE
10379,41660217,"CHANG LE XIN FAN ZHUANG",MANHATTAN,36,"ELDRIDGE STREET",10002,2122192228,Chinese,FALSE
10380,50068296,"SUCCESS ACADEMY CHARTER SCHOOLS-BENSONHURST",BROOKLYN,99,"AVENUE P",11204,0,Other,FALSE
10381,41672903,"MALONEY & PORCELLI",MANHATTAN,37,"EAST   50 STREET",10022,2127502233,American,FALSE
10382,41340016,KAFANA,MANHATTAN,116,"AVENUE C",10009,2123538000,"Eastern European",FALSE
10383,41526628,"CHA CHAN TANG",MANHATTAN,45,"MOTT STREET",10013,2125772888,Chinese,FALSE
10384,41700054,"SASABUNE EXPRESS NEW YORK",MANHATTAN,322,"EAST   59 STREET",10022,2125888998,Japanese,FALSE
10385,50000198,"SZECHUAN GARDEN",MANHATTAN,239,"W 105TH ST",10025,2128658808,Chinese,FALSE
10386,41066767,"DALTON'S BAR & GRILL",MANHATTAN,611,"9 AVENUE",10036,2122455511,American,FALSE
10387,41630109,"GOLAN HEIGHTS",MANHATTAN,2553,"AMSTERDAM AVENUE",10033,2127957842,Jewish/Kosher,FALSE
10388,41318801,"CHARLOTTE RESTAURANT BAR & LOUNGE",MANHATTAN,145,"WEST 44 STREET",10036,2127684400,American,FALSE
10389,40368271,"CHERRY TAVERN",MANHATTAN,441,"EAST    6 STREET",10009,2127771448,American,FALSE
10390,40395892,"THE STUMBLE INN",MANHATTAN,1454,"2 AVENUE",10021,2126500561,American,FALSE
10391,40395872,"CARIDAD RESTAURANT",MANHATTAN,3533,BROADWAY,10031,2128624053,Spanish,FALSE
10392,41263395,"AMC THEATRES",MANHATTAN,890,BROADWAY,10003,2122608173,Hotdogs/Pretzels,FALSE
10393,41497493,"EDDY'S EATS",MANHATTAN,379,"PARK AVENUE SOUTH",10016,2126854901,American,FALSE
10394,40751626,MCDONALD'S,MANHATTAN,966,"3 AVENUE",10022,2127535360,Hamburgers,FALSE
10395,40576554,"LE SINGE VERT",MANHATTAN,160,"7 AVENUE",10011,2123664100,French,FALSE
10396,41361217,"PICK A BAGEL",MANHATTAN,311,"SOUTH END AVENUE",10280,2126195100,Delicatessen,FALSE
10397,50047279,CARBONE,MANHATTAN,331,"W 38TH ST",10018,2122902625,Italian,FALSE
10398,41356077,BISTANGO,MANHATTAN,415,"3 AVENUE",10016,2127258484,Italian,FALSE
10399,41627867,DAVIDSTEA,MANHATTAN,275,"BLEECKER STREET",10014,2124148599,CafÃƒÂ©/Coffee/Tea,FALSE
10400,40365942,"HOP KEE RESTAURANT",MANHATTAN,21,"MOTT STREET",10013,2129648365,Chinese,FALSE
10401,40871070,ACQUA,MANHATTAN,718,"AMSTERDAM AVENUE",10025,2122222752,Italian,FALSE
10402,41010433,"LONDEL'S SUPPER CLUB",MANHATTAN,2620,"FREDERICK DOUGLASS BOULEVARD",10030,2122346114,American,FALSE
10403,50001838,"ECCO RESTAURANT",MANHATTAN,124,"CHAMBERS STREET",10007,2122277074,Italian,FALSE
10404,40391060,"LUKE'S BAR & GRILL",MANHATTAN,1394,"THIRD AVENUE",10075,2122497070,American,FALSE
10405,41142394,"TAZA CAFE AND DELI",MANHATTAN,350,"PARK AVENUE SOUTH",10010,2127791200,American,FALSE
10406,50002768,VIVA,MANHATTAN,65,"SHERMAN AVENUE",10040,2123044780,Tapas,FALSE
10407,41054695,"PICANTE MEXICAN BAR AND GRILL RESTAURANT",MANHATTAN,3424,BROADWAY,10031,2122346479,Mexican,FALSE
10408,41424812,"BANK OF TOKYO DINING SERVICE",MANHATTAN,1251,"AVENUE OF THE AMERICAS",10020,2127824787,Continental,FALSE
10409,50034910,"DEWEY'S PUB",MANHATTAN,135,"W 30TH ST",10001,2126857781,American,FALSE
10410,41180510,"MIKE'S BAGELS",MANHATTAN,4003,BROADWAY,10032,2129282300,Bagels/Pretzels,FALSE
10411,41264671,"BROTHER JIMMY'S BBQ",MANHATTAN,416,"8 AVENUE",10001,2129677603,Barbecue,FALSE
10412,41222245,"CAFE GRUMPY",MANHATTAN,224,"WEST   20 STREET",10011,2122555511,CafÃƒÂ©/Coffee/Tea,FALSE
10413,41680471,"LITTLE RASCAL",MANHATTAN,163,"ELIZABETH STREET",10012,2129660446,Turkish,FALSE
10414,40994615,APPLEBEE'S,MANHATTAN,205,"WEST   50 STREET",10019,2122622400,American,FALSE
10415,40676550,"THE BLACK SHEEP",MANHATTAN,583,"3 AVENUE",10016,2125993476,Irish,FALSE
10416,41709154,"MOONCAKE FOODS",MANHATTAN,111,"JOHN STREET- PEARL ST SIDE",10038,2122338808,Asian,FALSE
10417,50008606,"NIKO NIKO SUSHI & BOWL",MANHATTAN,133,"JOHN ST",10038,2122320152,Japanese,FALSE
10418,41478966,MCDONALD'S,MANHATTAN,220,"WEST   42 STREET",10036,2128406250,Hamburgers,FALSE
10419,41487738,"MEXICAN RESTAURANT",MANHATTAN,1779,"LEXINGTON AVENUE",10029,2123485981,Mexican,FALSE
10420,41069604,"CHELSEA GRILL OF HELL'S KITCHEN",MANHATTAN,675,"9 AVENUE",10036,2129749002,American,FALSE
10421,41096895,"JIMBO'S HAMBURGER PLACE",MANHATTAN,301,"WEST  154 STREET",10039,2124918290,American,FALSE
10422,41485091,"BRAVO PIZZA",MANHATTAN,115,"EAST   14 STREET",10003,2122532220,Pizza,FALSE
10423,50060875,"EL CONDE NUEVO",MANHATTAN,4139,BROADWAY,10033,2127810419,Spanish,FALSE
10424,41432497,"UP COFFEE",MANHATTAN,2950,BROADWAY,10027,2128546675,American,FALSE
10425,50010972,"SPRINKLES ICE CREAM",MANHATTAN,782,"LEXINGTON AVE",10065,2129331740,"Ice Cream, Gelato, Yogurt, Ices",FALSE
10426,40698274,"BELLO GIARDINO",MANHATTAN,71,"WEST   71 STREET",10023,2128751512,Italian,FALSE
10427,41476013,"VESUVIO BAKERY",MANHATTAN,160,"PRINCE STREET",10012,2123661414,Bakery,FALSE
10428,41240002,"DON PANCHITO RESTAURANT",MANHATTAN,2102,"AMSTERDAM AVENUE",10032,2127953290,Mexican,FALSE
10429,50051609,"DUNKIN DONUTS",MANHATTAN,52,"E 8TH ST",10003,2124750890,Donuts,FALSE
10430,41635173,NETA,MANHATTAN,61,"WEST    8 STREET",10011,2125052610,Japanese,FALSE
10431,50065051,"WEST PLACE",MANHATTAN,1288,"AMSTERDAM AVE",10027,2129329390,Chinese,FALSE
10432,40402788,"CBS EMPLOYEE CAFETERIA",MANHATTAN,524,"W. 57TH ST",10019,2129752560,American,FALSE
10433,40401173,"BIG BAR",MANHATTAN,73,"EAST    7 STREET",10003,2127776969,American,FALSE
10434,41338303,"CAFE BRAVO/ POMODORO PIZZA/PLANET GYRO",MANHATTAN,94,"GREENWICH STREET",10006,2124064444,American,FALSE
10435,41433964,"WILD GINGER VEGETARIAN KITCHEN",MANHATTAN,380,"BROOME STREET",10013,2129661883,Vegetarian,FALSE
10436,41453648,"HERB N' KITCHEN MARKET",MANHATTAN,304,"EAST   42 STREET",10017,2122973577,American,FALSE
10437,50000187,"GRANDMA PIZZA",MANHATTAN,2551,"AMSTERDAM AVENUE",10033,2129274895,Pizza,FALSE
10438,41704194,"THE BREAD FACTORY",MANHATTAN,935,"8 AVENUE",10019,2125862221,American,FALSE
10439,41298603,"THE SMITH",MANHATTAN,55,"3 AVENUE",10003,2124209800,American,FALSE
10440,41040849,DISHES,MANHATTAN,6,"EAST   45 STREET",10017,2126875511,American,FALSE
10441,41361217,"PICK A BAGEL",MANHATTAN,311,"SOUTH END AVENUE",10280,2126195100,Delicatessen,FALSE
10442,40932233,CELESTE,MANHATTAN,502,"AMSTERDAM AVENUE",10024,2128744559,Italian,FALSE
10443,50005642,"BAGELS AND MORE",MANHATTAN,1585,"3RD AVE",10128,2123484395,Bagels/Pretzels,FALSE
10444,40620726,"NINO'S RESTAURANT",MANHATTAN,1354,"1 AVENUE",10021,2129880002,Italian,FALSE
10445,50002902,"ELI'S ESSENTIALS",MANHATTAN,1291,"LEXINGTON AVE",10028,2123484940,American,FALSE
10446,41620241,"THE COMMONS CHELSEA",MANHATTAN,128,"7 AVENUE",10011,2129299333,CafÃƒÂ©/Coffee/Tea,FALSE
10447,50018098,"EDEN WOK",MANHATTAN,43,"E 34TH ST",10016,2127258100,Jewish/Kosher,FALSE
10448,41402733,"THE AMBASSADOR GRILL AND LOUNGE",MANHATTAN,1,"UNITED NATIONS PLAZA",10017,2127581234,American,FALSE
10449,40600383,FERRARA'S,MANHATTAN,195,"GRAND STREET",10013,2122266150,Bakery,FALSE
10450,40394723,"THE ABBEY PUB",MANHATTAN,237,"WEST  105 STREET",10025,2122228713,Irish,FALSE
10451,50043343,"NOGLU NEW YORK",MANHATTAN,1266,"MADISON AVE",10128,2127722011,French,FALSE
10452,40366661,"BABY BO'S CANTINA",MANHATTAN,627,"2 AVENUE",10016,2127792656,Tex-Mex,FALSE
10453,41624133,"TRIBECA TAPHOUSE",MANHATTAN,363,"GREENWICH STREET",10013,2125108939,American,FALSE
10454,50053623,"DAK BAKERY",MANHATTAN,90,BOWERY,10013,2126800138,Bakery,FALSE
10455,41299113,"12 STREET ALE HOUSE",MANHATTAN,192,"2 AVENUE",10003,2122532323,American,FALSE
10456,40758112,"PARRILLA RESTAURANT",MANHATTAN,3920,BROADWAY,10032,2125439500,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10457,40762853,"GREAT N.Y. NOODLETOWN",MANHATTAN,28,BOWERY,10013,2123490923,Chinese,FALSE
10458,41561516,OBAO,MANHATTAN,647,"9 AVENUE",10036,2122458880,Asian,FALSE
10459,50013843,"SICHUAN HOT POT CUISINE",MANHATTAN,34,"PELL ST",10013,2122678886,Chinese,FALSE
10460,50001737,BRAAI,MANHATTAN,329,"WEST 51 STREET",10019,2123153315,African,FALSE
10461,50043640,"JEF CHINESE",MANHATTAN,913,"2ND AVE",10017,2122230888,Chinese,FALSE
10462,41617019,"UCB EAST COMEDY",MANHATTAN,153,"EAST    3 STREET",10009,2123669231,American,FALSE
10463,40511243,"CITY CRAB SHACK",MANHATTAN,10,"EAST   16 STREET",10003,2125293800,Seafood,FALSE
10464,50059199,"FRANKIE & JOHNNIE'S STEAKHOUSE",MANHATTAN,320,"W 46TH ST",10036,2129979494,Steak,FALSE
10465,50009039,"MID WINTER KITCHEN",MANHATTAN,327,"2ND AVE",10003,2125058500,American,FALSE
10466,41717500,"JOE'S PIZZA",MANHATTAN,150,"EAST   14 STREET",10003,2123889474,Pizza,FALSE
10467,41220720,"SUSHI OF GARI 46",MANHATTAN,347,"WEST   46 STREET",10036,2129570046,Japanese,FALSE
10468,41081510,CHOP'T,MANHATTAN,60,"EAST   56 STREET",10022,2127502467,Salads,FALSE
10469,41376793,"AT VERMILION",MANHATTAN,480,"LEXINGTON AVENUE",10017,2128716600,Indian,FALSE
10470,41716448,"HARLEM SHAKE",MANHATTAN,100,"WEST 124 STREET",10027,2122228300,American,FALSE
10471,41073985,"HEARTLAND BREWERY",MANHATTAN,350,"5 AVENUE",10118,2125633433,American,FALSE
10472,50015835,"KAPPO MASA",MANHATTAN,976,"MADISON AVE",10075,2128239807,Japanese,FALSE
10473,40364863,"SERENDIPITY 3",MANHATTAN,225,"EAST   60 STREET",10022,2128383531,American,FALSE
10474,50008729,"NEW YORK KIMCHI",MANHATTAN,18,"W 48TH ST",10036,2122213044,Korean,FALSE
10475,41221154,"BARCIBO ENOTECA",MANHATTAN,2020,BROADWAY,10023,2125952805,Tapas,FALSE
10476,50038052,"OLLIES TO GO",MANHATTAN,2425,BROADWAY,10024,2128772298,Chinese/Japanese,FALSE
10477,41669112,"LA VIE EN SZECHUAN RESTAURANT",MANHATTAN,14,"EAST   33 STREET",10016,2126832779,Chinese,FALSE
10478,50057143,"Gasoline Alley Coffee",MANHATTAN,24,"E 23RD ST",10010,2129330113,CafÃƒÂ©/Coffee/Tea,FALSE
10479,41322910,"A CASA FOX",MANHATTAN,173,"ORCHARD STREET",10002,2122531900,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
10480,50000526,"1ST AVENUE GOURMET",MANHATTAN,1274,"1ST AVE",10065,2124728480,American,FALSE
10481,41719106,"GREENWICH PROJECT",MANHATTAN,47,"WEST    8 STREET",10011,2122539333,American,FALSE
10482,41715315,"ASIAN GOURMET",MANHATTAN,1509,"LEXINGTON AVENUE",10029,2128603399,Asian,FALSE
10483,40942949,"SNACK TAVERNA",MANHATTAN,63,"BEDFORD STREET",10014,2129293499,Greek,FALSE
10484,41671229,"PANERA BREAD",MANHATTAN,120,"EAST   86 STREET",10028,2128287028,American,FALSE
10485,41520658,"V-NAM CAFE",MANHATTAN,18-20,"1 AVENUE",10009,2127806020,Vietnamese/Cambodian/Malaysia,FALSE
10486,41379121,"EDISON BALLROOM",MANHATTAN,240,"WEST   47 STREET",10036,2122017650,Asian,FALSE
10487,40511659,"I TRULLI RESTAURANT",MANHATTAN,122,"EAST   27 STREET",10016,2124817372,Italian,FALSE
10488,40734589,"THE GREEK KITCHEN  CLINTON BAKERY CAFE",MANHATTAN,889,"10 AVENUE",10019,2125814300,Greek,FALSE
10489,40396532,"METRO DINER",MANHATTAN,2641,BROADWAY,10025,2128660800,American,FALSE
10490,50001086,PIORA,MANHATTAN,430,"HUDSON STREET",10014,2129603801,Continental,FALSE
10491,50017126,"BRAVO PIZZA",MANHATTAN,6,"E 42ND ST",10017,2128674960,Pizza/Italian,FALSE
